structure_name,multiplicity,charge,level_of_theory,task,source_geometry,normal_termination,final_energy_eh,nimag,minimum_confirmed,min_frequency_cm-1,max_frequency_cm-1,zero_point_energy_eh,thermal_correction_eh,gibbs_free_energy_eh,input_file,output_file,job_dir,mode,atom_count,formula,relative_energy_kj_mol
b12_hexagonal_prism,1,0,r2SCAN-3c,FREQ,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_refine_saved.xyz,True,-297.79440867993,0,True,0.0,1325.78,0.04930687,0.00775965,-297.77613518,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\04_frequencies\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_freq.inp,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\04_frequencies\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_freq.out,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\04_frequencies\b12_hexagonal_prism\mult_1,run,12,B12,0.0000
