structure_name,source_xyz,multiplicity,charge,level_of_theory,task,normal_termination,optimization_converged,final_energy_eh,optimized_xyz,input_file,output_file,job_dir,mode,atom_count,formula,relative_energy_kj_mol,selection_reason
b12_hexagonal_prism,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\01_initial_structures\b12_hexagonal_prism.xyz,1,0,r2SCAN-3c,OPT,True,False,-297.79392165692,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\02_screening_r2scan3c\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_screen_saved.xyz,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\02_screening_r2scan3c\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_screen.inp,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\02_screening_r2scan3c\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_screen.out,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\02_screening_r2scan3c\b12_hexagonal_prism\mult_1,run,12,B12,0.0000,"top_n=5, energy_window_kj_mol=15.0"
