structure_name,multiplicity,charge,level_of_theory,task,geometry,normal_termination,final_energy_eh,t1_diagnostic,s2,input_file,output_file,job_dir,mode,atom_count,formula,relative_energy_kj_mol
b12_hexagonal_prism,1,0,DLPNO-CCSD(T)/def2-TZVPP,SP,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_refine_saved.xyz,True,-297.135984193233,,,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\07_dlpno_check\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_dlpno.inp,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\07_dlpno_check\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_dlpno.out,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\07_dlpno_check\b12_hexagonal_prism\mult_1,run,12,B12,0.0000
