structure_name,multiplicity,charge,geometry,casscf_level,casscf_energy_eh,casscf_normal_termination,occupation_numbers,nevpt2_level,nevpt2_energy_eh,nevpt2_normal_termination,casscf_output_file,nevpt2_output_file,job_dir,mode,atom_count,formula,relative_energy_kj_mol
b12_hexagonal_prism,1,0,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_refine_saved.xyz,CASSCF,-295.928927541449,True,,SC-NEVPT2,-297.050127607406,True,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\08_casscf_nevpt2\b12_hexagonal_prism\mult_1\casscf\b12_hexagonal_prism_m1_casscf.out,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\08_casscf_nevpt2\b12_hexagonal_prism\mult_1\nevpt2\b12_hexagonal_prism_m1_nevpt2.out,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\08_casscf_nevpt2\b12_hexagonal_prism\mult_1,run,12,B12,0.0000
