structure_name,source_geometry,multiplicity,charge,level_of_theory,task,normal_termination,optimization_converged,final_energy_eh,refined_xyz,input_file,output_file,job_dir,mode,atom_count,formula,relative_energy_kj_mol
b12_hexagonal_prism,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\02_screening_r2scan3c\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_screen_saved.xyz,1,0,r2SCAN-3c,OPT,True,True,-297.794408679592,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_refine_saved.xyz,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_refine.inp,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1\b12_hexagonal_prism_m1_refine.out,C:\Users\gnome\Desktop\Vitya_Diplom\Vitya_DiplomB12\03_refined_candidates\b12_hexagonal_prism\mult_1,run,12,B12,0.0000
